userId,title,rating
38,Leather Jacket Love Story (1997),4.80205
38,"Shawshank Redemption, The (1994)",4.4106097
38,Chushingura (1962),4.368953
39,Leather Jacket Love Story (1997),5.2388234
39,"Inheritors, The (Die Siebtelbauern) (1998)",5.0514746
39,"Vie est belle, La (Life is Rosey) (1987)",5.0282574
41,Firelight (1997),6.2183495
41,Rich and Strange (1932),5.231423
41,Leather Jacket Love Story (1997),5.221105
46,Grateful Dead (1995),6.933968
46,Whatever Happened to Aunt Alice? (1969),5.818333
46,Black Sunday (La Maschera Del Demonio) (1960),5.8140235
47,Leather Jacket Love Story (1997),4.6576304
47,Firelight (1997),4.3968334
47,Schindler's List (1993),4.302485
48,Leather Jacket Love Story (1997),4.2783422
48,"Shawshank Redemption, The (1994)",3.9499817
48,Star Wars: Episode IV - A New Hope (1977),3.912462
49,Leather Jacket Love Story (1997),4.782636
49,Mamma Roma (1962),4.7093196
49,Ulysses (Ulisse) (1954),4.5769186
51,Leather Jacket Love Story (1997),5.175287
51,Firelight (1997),4.831422
51,Bandits (1997),4.8154407
57,"Inheritors, The (Die Siebtelbauern) (1998)",5.049535
57,Hearts and Minds (1996),4.7913465
57,"Gambler, The (A J�t�kos) (1997)",4.5674486
58,Mamma Roma (1962),5.330236
58,Leather Jacket Love Story (1997),5.241733
58,"Inheritors, The (Die Siebtelbauern) (1998)",5.1403017
62,Leather Jacket Love Story (1997),4.5514274
62,Mamma Roma (1962),4.5039806
62,"Apple, The (Sib) (1998)",4.3212433
64,Leather Jacket Love Story (1997),5.3379865
64,Firelight (1997),5.150162
64,Perfect Blue (1997),5.015306
67,Leather Jacket Love Story (1997),5.092466
67,For All Mankind (1989),4.876121
67,To Kill a Mockingbird (1962),4.8263297
69,Leather Jacket Love Story (1997),5.2753234
69,For All Mankind (1989),4.9917135
69,Nobody Loves Me (Keiner liebt mich) (1994),4.792322
70,Leather Jacket Love Story (1997),5.2059417
70,"Vie est belle, La (Life is Rosey) (1987)",4.93884
70,"Inheritors, The (Die Siebtelbauern) (1998)",4.9327054
72,Leather Jacket Love Story (1997),4.8635173
72,Smashing Time (1967),4.728459
72,Firelight (1997),4.712595
74,Mamma Roma (1962),5.010914
74,I Am Cuba (Soy Cuba/Ya Kuba) (1964),4.96549
74,"Apple, The (Sib) (1998)",4.7680626
76,Leather Jacket Love Story (1997),5.304812
76,"Inheritors, The (Die Siebtelbauern) (1998)",4.9564395
76,Ulysses (Ulisse) (1954),4.880395
77,Leather Jacket Love Story (1997),4.5197773
77,"Inheritors, The (Die Siebtelbauern) (1998)",4.4770656
77,"World of Apu, The (Apur Sansar) (1959)",4.3866053
80,Smashing Time (1967),4.838911
80,Leather Jacket Love Story (1997),4.7812724
80,Schindler's List (1993),4.5893846
82,Leather Jacket Love Story (1997),5.0953517
82,"Bewegte Mann, Der (1994)",4.857835
82,"Shawshank Redemption, The (1994)",4.785092
85,Seventh Heaven (Le Septi�me ciel) (1997),4.9740996
85,Grateful Dead (1995),4.264129
85,On Any Sunday (1971),4.116714
86,Bandits (1997),5.905574
86,"Big Trees, The (1952)",5.8829374
86,"Midaq Alley (Callej�n de los milagros, El) (1995)",5.2571087
91,Leather Jacket Love Story (1997),5.670808
91,Chushingura (1962),5.259044
91,Sanjuro (1962),5.2240505
93,Leather Jacket Love Story (1997),4.4062505
93,Star Wars: Episode IV - A New Hope (1977),4.2054815
93,Firelight (1997),4.0978746
94,Mamma Roma (1962),5.2172074
94,Identification of a Woman (Identificazione di una donna) (1982),4.849488
94,Message to Love: The Isle of Wight Festival (1996),4.7649565
98,Raiders of the Lost Ark (1981),4.5224595
98,Remember the Titans (2000),4.5134826
98,Leather Jacket Love Story (1997),4.458653
102,Mamma Roma (1962),4.3725853
102,"Apple, The (Sib) (1998)",4.080757
102,42 Up (1998),3.9104776
104,Bandits (1997),4.5965166
104,Leather Jacket Love Story (1997),4.4168596
104,Window to Paris (1994),4.390246
105,Leather Jacket Love Story (1997),5.1307025
105,"Inheritors, The (Die Siebtelbauern) (1998)",5.0949726
105,"Godfather, The (1972)",5.0126266
107,Leather Jacket Love Story (1997),4.2919493
107,Mamma Roma (1962),4.28332
107,Ulysses (Ulisse) (1954),4.2081494
108,Message to Love: The Isle of Wight Festival (1996),4.424345
108,"Last Days, The (1998)",4.19819
108,"Inheritors, The (Die Siebtelbauern) (1998)",4.143503
111,Leather Jacket Love Story (1997),4.873714
111,Chushingura (1962),4.586262
111,I Am Cuba (Soy Cuba/Ya Kuba) (1964),4.4054904
117,Bandits (1997),4.915529
117,Mamma Roma (1962),4.602622
117,Leather Jacket Love Story (1997),4.4556904
118,Leather Jacket Love Story (1997),4.8534718
118,Raiders of the Lost Ark (1981),4.444068
118,Star Wars: Episode IV - A New Hope (1977),4.4048696
121,Mamma Roma (1962),6.333669
121,Identification of a Woman (Identificazione di una donna) (1982),5.8131237
121,"Apple, The (Sib) (1998)",5.4421024
123,Leather Jacket Love Story (1997),4.468652
123,"Bewegte Mann, Der (1994)",4.320911
123,Smashing Time (1967),4.2334213
124,Mamma Roma (1962),5.1024475
124,Leather Jacket Love Story (1997),5.0132494
124,Lamerica (1994),4.8197417
125,"Bewegte Mann, Der (1994)",4.842988
125,Leather Jacket Love Story (1997),4.82318
125,Raiders of the Lost Ark (1981),4.773689
129,"Bewegte Mann, Der (1994)",5.3641753
129,Leather Jacket Love Story (1997),5.1337976
129,Window to Paris (1994),4.9521227
134,Leather Jacket Love Story (1997),4.5273957
134,Chushingura (1962),4.305844
134,Sanjuro (1962),4.221134
137,Leather Jacket Love Story (1997),4.8113785
137,Bandits (1997),4.533434
137,"Midaq Alley (Callej�n de los milagros, El) (1995)",4.4564953
138,Leather Jacket Love Story (1997),5.4980664
138,Mamma Roma (1962),5.288603
138,"Inheritors, The (Die Siebtelbauern) (1998)",5.218307
141,"Gambler, The (A J�t�kos) (1997)",4.6151466
141,Endurance (1998),4.402779
141,"Last Days, The (1998)",4.398808
142,"Inheritors, The (Die Siebtelbauern) (1998)",4.0694017
142,Leather Jacket Love Story (1997),4.029672
142,Mamma Roma (1962),3.9787812
143,Leather Jacket Love Story (1997),4.6154456
143,"Shawshank Redemption, The (1994)",4.3702126
143,"Usual Suspects, The (1995)",4.2993174
145,"Idiots, The (Idioterne) (1998)",4.5182123
145,"Inheritors, The (Die Siebtelbauern) (1998)",4.4466233
145,Tigrero: A Film That Was Never Made (1994),4.3752303
146,Leather Jacket Love Story (1997),4.6729403
146,"Inheritors, The (Die Siebtelbauern) (1998)",4.476441
146,"Apple, The (Sib) (1998)",4.4320955
148,Bandits (1997),5.1077952
148,"Big Trees, The (1952)",4.6943774
148,"Midaq Alley (Callej�n de los milagros, El) (1995)",4.6216245
151,Leather Jacket Love Story (1997),4.939195
151,"Inheritors, The (Die Siebtelbauern) (1998)",4.764887
151,Mamma Roma (1962),4.709753
154,Mamma Roma (1962),4.4900823
154,"Inheritors, The (Die Siebtelbauern) (1998)",4.3194838
154,Message to Love: The Isle of Wight Festival (1996),4.192451
155,Leather Jacket Love Story (1997),4.4753375
155,I Am Cuba (Soy Cuba/Ya Kuba) (1964),4.439667
155,Schindler's List (1993),4.2302585
156,Leather Jacket Love Story (1997),5.5032673
156,"Midaq Alley (Callej�n de los milagros, El) (1995)",5.3361263
156,I Am Cuba (Soy Cuba/Ya Kuba) (1964),5.1991606
157,Leather Jacket Love Story (1997),4.833983
157,Mamma Roma (1962),4.801938
157,Ulysses (Ulisse) (1954),4.621472
158,Smashing Time (1967),4.9879436
158,Window to Paris (1994),4.935047
158,Among Giants (1998),4.8632994
161,Leather Jacket Love Story (1997),5.370855
161,Mamma Roma (1962),5.2135835
161,"Apple, The (Sib) (1998)",5.129297
162,Leather Jacket Love Story (1997),5.4000616
162,Star Wars: Episode IV - A New Hope (1977),5.052895
162,Raiders of the Lost Ark (1981),5.0249896
163,Leather Jacket Love Story (1997),3.3937345
163,"Shawshank Redemption, The (1994)",3.1473577
163,"Usual Suspects, The (1995)",3.135787
165,Mamma Roma (1962),5.668801
165,"Inheritors, The (Die Siebtelbauern) (1998)",4.760085
165,Ulysses (Ulisse) (1954),4.740854
166,Mamma Roma (1962),5.0334387
166,Leather Jacket Love Story (1997),4.7934036
166,"Inheritors, The (Die Siebtelbauern) (1998)",4.7427974
167,Leather Jacket Love Story (1997),3.9664938
167,Hard Core Logo (1996),3.7565546
167,"Shawshank Redemption, The (1994)",3.710821
168,I Am Cuba (Soy Cuba/Ya Kuba) (1964),5.3566413
168,"Bewegte Mann, Der (1994)",5.3398595
168,"Gambler, The (A J�t�kos) (1997)",5.2211637
171,Mamma Roma (1962),4.969228
171,Leather Jacket Love Story (1997),4.9092135
171,Bandits (1997),4.8038116
174,"Bewegte Mann, Der (1994)",4.8276277
174,Leather Jacket Love Story (1997),4.5389667
174,Braveheart (1995),4.311772
176,"Big Trees, The (1952)",4.849499
176,"Gay Deceivers, The (1969)",4.7702365
176,Bandits (1997),4.663754
178,Leather Jacket Love Story (1997),4.7196774
178,Chushingura (1962),4.564232
178,"Midaq Alley (Callej�n de los milagros, El) (1995)",4.5537043
179,Leather Jacket Love Story (1997),4.0277305
179,"Gambler, The (A J�t�kos) (1997)",3.9980705
179,"Inheritors, The (Die Siebtelbauern) (1998)",3.9805253
180,Mamma Roma (1962),4.625531
180,Ulysses (Ulisse) (1954),4.49227
180,"Godfather, The (1972)",4.4610424
181,"Inheritors, The (Die Siebtelbauern) (1998)",5.026687
181,"Bewegte Mann, Der (1994)",4.8324933
181,Leather Jacket Love Story (1997),4.816768
186,Leather Jacket Love Story (1997),5.5997458
186,Mamma Roma (1962),5.424908
186,Window to Paris (1994),5.2580204
188,Mamma Roma (1962),4.5982
188,Leather Jacket Love Story (1997),4.396671
188,Ulysses (Ulisse) (1954),4.3075194
189,"Big Trees, The (1952)",5.197106
189,Leather Jacket Love Story (1997),5.105721
189,Perfect Blue (1997),5.032577
190,Ulysses (Ulisse) (1954),4.612457
190,Mamma Roma (1962),4.6102877
190,"Godfather, The (1972)",4.497979
191,Hard Core Logo (1996),4.1137705
191,Leather Jacket Love Story (1997),4.112481
191,Perfect Blue (1997),4.0334134
193,Leather Jacket Love Story (1997),4.605457
193,"Inheritors, The (Die Siebtelbauern) (1998)",4.3344054
193,For All Mankind (1989),4.182716
194,"Big Trees, The (1952)",5.3704953
194,Bandits (1997),5.130081
194,Seventh Heaven (Le Septi�me ciel) (1997),5.1185045
195,Mamma Roma (1962),5.3997874
195,Leather Jacket Love Story (1997),5.3326025
195,Hearts and Minds (1996),5.061422
196,Leather Jacket Love Story (1997),4.787344
196,"Inheritors, The (Die Siebtelbauern) (1998)",4.7517567
196,For All Mankind (1989),4.469943
198,Leather Jacket Love Story (1997),4.819058
198,Raiders of the Lost Ark (1981),4.6529565
198,Star Wars: Episode IV - A New Hope (1977),4.6510315
199,Leather Jacket Love Story (1997),4.3134937
199,Window to Paris (1994),4.2118587
199,"Bewegte Mann, Der (1994)",4.1709795
200,Ayn Rand: A Sense of Life (1997),4.9365344
200,Bandits (1997),4.834649
200,Smashing Time (1967),4.813471
202,Leather Jacket Love Story (1997),4.7078896
202,"Shawshank Redemption, The (1994)",4.3247023
202,Raiders of the Lost Ark (1981),4.296428
203,Firelight (1997),3.3560302
203,Leather Jacket Love Story (1997),3.222477
203,"Big Trees, The (1952)",3.079725
204,Leather Jacket Love Story (1997),4.6453285
204,"Shawshank Redemption, The (1994)",4.476573
204,Raiders of the Lost Ark (1981),4.4537945
205,"Inheritors, The (Die Siebtelbauern) (1998)",4.8986416
205,Mamma Roma (1962),4.8902974
205,Leather Jacket Love Story (1997),4.863175
206,Message to Love: The Isle of Wight Festival (1996),5.833994
206,Identification of a Woman (Identificazione di una donna) (1982),5.4164977
206,"Bewegte Mann, Der (1994)",4.560089
207,I Am Cuba (Soy Cuba/Ya Kuba) (1964),5.403581
207,"Gambler, The (A J�t�kos) (1997)",5.254713
207,Leather Jacket Love Story (1997),5.166954
211,Bandits (1997),5.938674
211,Identification of a Woman (Identificazione di una donna) (1982),5.6907063
211,"Big Trees, The (1952)",5.494775
215,"Big Trees, The (1952)",5.8096137
215,Bandits (1997),5.6952124
215,Hurricane Streets (1998),5.4507623
217,Leather Jacket Love Story (1997),5.282366
217,I Am Cuba (Soy Cuba/Ya Kuba) (1964),5.026968
217,After Life (1998),5.004658
218,Leather Jacket Love Story (1997),4.8399205
218,I Am Cuba (Soy Cuba/Ya Kuba) (1964),4.6090775
218,Sanjuro (1962),4.4201045
219,Leather Jacket Love Story (1997),4.649489
219,"Vie est belle, La (Life is Rosey) (1987)",4.3218465
219,Firelight (1997),4.2492547
221,Leather Jacket Love Story (1997),4.6665263
221,Firelight (1997),4.649152
221,Bandits (1997),4.2109523
223,"Gay Deceivers, The (1969)",4.3749003
223,Die Hard (1988),4.3369403
223,Nosferatu a Venezia (1986),4.307505
224,Leather Jacket Love Story (1997),4.4020476
224,Firelight (1997),4.1656966
224,"Inheritors, The (Die Siebtelbauern) (1998)",4.13275
225,"Inheritors, The (Die Siebtelbauern) (1998)",4.781429
225,Arguing the World (1996),4.485469
225,Mamma Roma (1962),4.4181685
227,"Inheritors, The (Die Siebtelbauern) (1998)",4.365128
227,"Vie est belle, La (Life is Rosey) (1987)",4.098938
227,Leather Jacket Love Story (1997),4.0924797
231,Leather Jacket Love Story (1997),5.2502203
231,Mamma Roma (1962),5.191749
231,"Wrong Trousers, The (1993)",4.942741
232,Arguing the World (1996),5.0516787
232,"Inheritors, The (Die Siebtelbauern) (1998)",4.9702783
232,Mamma Roma (1962),4.7106247
233,Leather Jacket Love Story (1997),5.190961
233,It's a Wonderful Life (1946),5.0773807
233,To Kill a Mockingbird (1962),5.037539
240,Leather Jacket Love Story (1997),4.2294607
240,Schindler's List (1993),3.9252589
240,"Shawshank Redemption, The (1994)",3.9164863
242,Hard Core Logo (1996),4.3295703
242,Leather Jacket Love Story (1997),4.3262005
242,Mamma Roma (1962),4.2481384
243,I Am Cuba (Soy Cuba/Ya Kuba) (1964),4.9303703
243,Leather Jacket Love Story (1997),4.9268327
243,"Black Cat, White Cat (Crna macka, beli macor) (1998)",4.6194797
246,Leather Jacket Love Story (1997),4.8485413
246,"Marcello Mastroianni: I Remember Yes, I Remember (1997)",4.7986746
246,Better Living Through Circuitry (1999),4.7382197
249,Leather Jacket Love Story (1997),4.7352934
249,"Shawshank Redemption, The (1994)",4.582793
249,Regret to Inform (1998),4.4986186
250,Mamma Roma (1962),4.777806
250,Raiders of the Lost Ark (1981),4.6646414
250,Leather Jacket Love Story (1997),4.6179285
251,Leather Jacket Love Story (1997),4.560768
251,Schindler's List (1993),4.3539567
251,"Bewegte Mann, Der (1994)",4.303897
256,Leather Jacket Love Story (1997),5.2600837
256,Mamma Roma (1962),5.149271
256,"Inheritors, The (Die Siebtelbauern) (1998)",5.098405
257,Leather Jacket Love Story (1997),5.766652
257,"Shawshank Redemption, The (1994)",5.337203
257,Schindler's List (1993),5.3333426
258,Leather Jacket Love Story (1997),4.6193256
258,"Big Trees, The (1952)",4.4664683
258,"Shawshank Redemption, The (1994)",4.394117
259,Leather Jacket Love Story (1997),4.9923754
259,Mamma Roma (1962),4.880008
259,"Inheritors, The (Die Siebtelbauern) (1998)",4.8577986
261,"Inheritors, The (Die Siebtelbauern) (1998)",4.985633
261,Leather Jacket Love Story (1997),4.951116
261,Mamma Roma (1962),4.698028
263,Leather Jacket Love Story (1997),4.756082
263,"Inheritors, The (Die Siebtelbauern) (1998)",4.5815206
263,Chushingura (1962),4.4311333
265,Leather Jacket Love Story (1997),4.977316
265,To Kill a Mockingbird (1962),4.801477
265,"Apple, The (Sib) (1998)",4.7677026
266,Leather Jacket Love Story (1997),5.122766
266,To Kill a Mockingbird (1962),4.947005
266,It's a Wonderful Life (1946),4.927557
268,"Big Trees, The (1952)",4.66759
268,Remember the Titans (2000),4.487098
268,"Midaq Alley (Callej�n de los milagros, El) (1995)",4.484242
270,Leather Jacket Love Story (1997),5.1876
270,I Am Cuba (Soy Cuba/Ya Kuba) (1964),5.15667
270,Lamerica (1994),4.85229
272,Leather Jacket Love Story (1997),4.9253664
272,"Inheritors, The (Die Siebtelbauern) (1998)",4.889722
272,"Shawshank Redemption, The (1994)",4.7385798
273,Firelight (1997),4.9339795
273,Leather Jacket Love Story (1997),4.92788
273,Bandits (1997),4.8243985
275,Leather Jacket Love Story (1997),5.250653
275,"Shawshank Redemption, The (1994)",4.9268336
275,Chushingura (1962),4.920094
277,Leather Jacket Love Story (1997),4.6609488
277,"Shawshank Redemption, The (1994)",4.274683
277,Star Wars: Episode IV - A New Hope (1977),4.270532
279,"Bewegte Mann, Der (1994)",4.145934
279,"Gambler, The (A J�t�kos) (1997)",3.8413408
279,I Am Cuba (Soy Cuba/Ya Kuba) (1964),3.6507974
280,"Inheritors, The (Die Siebtelbauern) (1998)",4.848942
280,Mamma Roma (1962),4.7303886
280,"Walk in the Sun, A (1945)",4.577663
281,"Inheritors, The (Die Siebtelbauern) (1998)",4.8561983
281,Leather Jacket Love Story (1997),4.7867775
281,Mamma Roma (1962),4.7023683
282,Leather Jacket Love Story (1997),4.6019015
282,Smashing Time (1967),4.4773912
282,Ulysses (Ulisse) (1954),4.399482
284,Leather Jacket Love Story (1997),4.731387
284,"Bewegte Mann, Der (1994)",4.658512
284,"Inheritors, The (Die Siebtelbauern) (1998)",4.5610766
286,"Inheritors, The (Die Siebtelbauern) (1998)",4.96021
286,Leather Jacket Love Story (1997),4.6437955
286,"Godfather, The (1972)",4.5773897
287,Leather Jacket Love Story (1997),4.8030963
287,I Am Cuba (Soy Cuba/Ya Kuba) (1964),4.6151037
287,Sanjuro (1962),4.4270105
288,Leather Jacket Love Story (1997),5.5087504
288,Raiders of the Lost Ark (1981),5.1274834
288,"Sixth Sense, The (1999)",5.1107326
289,Mamma Roma (1962),4.8968697
289,Message to Love: The Isle of Wight Festival (1996),4.599709
289,Ulysses (Ulisse) (1954),4.596439
290,Nosferatu a Venezia (1986),4.2500515
290,Regret to Inform (1998),4.1189437
290,Rocky (1976),4.1065784
294,Hearts and Minds (1996),4.742637
294,"Black Cat, White Cat (Crna macka, beli macor) (1998)",4.557379
294,Leather Jacket Love Story (1997),4.5502048
295,"Inheritors, The (Die Siebtelbauern) (1998)",4.952659
295,Leather Jacket Love Story (1997),4.9317026
295,Ulysses (Ulisse) (1954),4.8505077
298,Leather Jacket Love Story (1997),5.1711206
298,"Inheritors, The (Die Siebtelbauern) (1998)",5.0774117
298,Ulysses (Ulisse) (1954),4.8262806
299,Leather Jacket Love Story (1997),5.011332
299,"Inheritors, The (Die Siebtelbauern) (1998)",4.727427
299,I Am Cuba (Soy Cuba/Ya Kuba) (1964),4.7195506
300,Leather Jacket Love Story (1997),5.059021
300,Raiders of the Lost Ark (1981),4.8930283
300,"Shawshank Redemption, The (1994)",4.847171
304,Leather Jacket Love Story (1997),4.4240074
304,"World of Apu, The (Apur Sansar) (1959)",4.415672
304,Yojimbo (1961),4.3599057
309,Leather Jacket Love Story (1997),5.138555
309,"Shawshank Redemption, The (1994)",4.719181
309,Sanjuro (1962),4.6294894
310,Bandits (1997),5.137327
310,Firelight (1997),5.0287013
310,"Midaq Alley (Callej�n de los milagros, El) (1995)",4.7120275
311,Leather Jacket Love Story (1997),5.023942
311,"Shawshank Redemption, The (1994)",4.829637
311,"Matrix, The (1999)",4.7107835
317,I Am Cuba (Soy Cuba/Ya Kuba) (1964),4.5908794
317,Leather Jacket Love Story (1997),4.5025926
317,Boys Life 2 (1997),4.370949
320,Leather Jacket Love Story (1997),5.3691506
320,Firelight (1997),4.9546027
320,"Shawshank Redemption, The (1994)",4.895877
321,"Inheritors, The (Die Siebtelbauern) (1998)",4.7641444
321,Leather Jacket Love Story (1997),4.673699
321,Ulysses (Ulisse) (1954),4.62164
323,Mamma Roma (1962),5.39095
323,Ulysses (Ulisse) (1954),4.907057
323,Hearts and Minds (1996),4.856528
324,Leather Jacket Love Story (1997),4.282312
324,Star Wars: Episode IV - A New Hope (1977),4.02984
324,Raiders of the Lost Ark (1981),4.026057
327,I Stand Alone (Seul contre tous) (1998),4.3484306
327,Hearts and Minds (1996),4.3172407
327,"Inheritors, The (Die Siebtelbauern) (1998)",4.3058167
331,Leather Jacket Love Story (1997),5.2522078
331,Mamma Roma (1962),4.964889
331,For All Mankind (1989),4.9512777
332,Leather Jacket Love Story (1997),5.177752
332,Chushingura (1962),5.10976
332,I Am Cuba (Soy Cuba/Ya Kuba) (1964),5.012597
334,Leather Jacket Love Story (1997),4.5695324
334,Smashing Time (1967),4.5136194
334,"Fire Within, The (Le Feu Follet) (1963)",4.4556847
335,"Bewegte Mann, Der (1994)",3.504788
335,"Godfather, The (1972)",3.4744453
335,Ulysses (Ulisse) (1954),3.4190202
336,Bandits (1997),6.47286
336,Window to Paris (1994),5.5782223
336,Mamma Roma (1962),5.572535
338,Leather Jacket Love Story (1997),4.985915
338,"Shawshank Redemption, The (1994)",4.5951886
338,Raiders of the Lost Ark (1981),4.5266185
340,Leather Jacket Love Story (1997),4.222232
340,It's a Wonderful Life (1946),4.056677
340,"Sound of Music, The (1965)",4.045583
341,Leather Jacket Love Story (1997),5.646751
341,"Inheritors, The (Die Siebtelbauern) (1998)",5.5557976
341,Hearts and Minds (1996),5.501534
342,Leather Jacket Love Story (1997),4.7842374
342,"Shawshank Redemption, The (1994)",4.5897923
342,Star Wars: Episode IV - A New Hope (1977),4.50113
343,Bandits (1997),5.6370716
343,Mamma Roma (1962),5.4145627
343,Leather Jacket Love Story (1997),5.1622133
344,"Gambler, The (A J�t�kos) (1997)",4.2820835
344,Leather Jacket Love Story (1997),4.250104
344,"Godfather, The (1972)",4.1407895
345,"Inheritors, The (Die Siebtelbauern) (1998)",5.483839
345,Leather Jacket Love Story (1997),5.2695065
345,"Hate (Haine, La) (1995)",5.1752396
346,Leather Jacket Love Story (1997),5.4686995
346,Bandits (1997),5.1859593
346,"Shawshank Redemption, The (1994)",5.0513797
348,Leather Jacket Love Story (1997),4.843484
348,Schindler's List (1993),4.5454874
348,"Bewegte Mann, Der (1994)",4.5365567
349,Leather Jacket Love Story (1997),4.411091
349,"Bewegte Mann, Der (1994)",4.3869085
349,"Shawshank Redemption, The (1994)",4.1856527
350,Leather Jacket Love Story (1997),4.909337
350,Raiders of the Lost Ark (1981),4.6626344
350,"Sixth Sense, The (1999)",4.579863
351,Leather Jacket Love Story (1997),4.770538
351,I Am Cuba (Soy Cuba/Ya Kuba) (1964),4.5695233
351,Chushingura (1962),4.5395722
352,Leather Jacket Love Story (1997),4.862314
352,Mamma Roma (1962),4.7429585
352,"Inheritors, The (Die Siebtelbauern) (1998)",4.696549
356,Window to Paris (1994),6.125406
356,Bandits (1997),5.648456
356,Leather Jacket Love Story (1997),5.607787
357,I Am Cuba (Soy Cuba/Ya Kuba) (1964),4.7835455
357,Schizopolis (1996),4.738312
357,West Beirut (West Beyrouth) (1998),4.6422334
358,Leather Jacket Love Story (1997),4.409697
358,To Kill a Mockingbird (1962),4.296378
358,It's a Wonderful Life (1946),4.293589
360,Bandits (1997),4.5562086
360,"Midaq Alley (Callej�n de los milagros, El) (1995)",4.3531547
360,Leather Jacket Love Story (1997),4.2663884
361,"Inheritors, The (Die Siebtelbauern) (1998)",5.08186
361,Mamma Roma (1962),5.012099
361,Message to Love: The Isle of Wight Festival (1996),4.867884
362,Leather Jacket Love Story (1997),4.482408
362,Chushingura (1962),4.358779
362,"Inheritors, The (Die Siebtelbauern) (1998)",4.2668753
364,"Official Story, The (La Historia Oficial) (1985)",4.336489
364,"Ballad of Narayama, The (Narayama Bushiko) (1982)",4.324309
364,Leather Jacket Love Story (1997),4.2267723
365,Firelight (1997),4.426612
365,Leather Jacket Love Story (1997),4.2415733
365,Bandits (1997),4.166433
366,Leather Jacket Love Story (1997),5.078268
366,I Am Cuba (Soy Cuba/Ya Kuba) (1964),4.8490605
366,Sanjuro (1962),4.7154374
367,Leather Jacket Love Story (1997),5.2215514
367,Schindler's List (1993),4.893161
367,It's a Wonderful Life (1946),4.863957
368,Leather Jacket Love Story (1997),5.233641
368,Smashing Time (1967),4.931018
368,Ulysses (Ulisse) (1954),4.912486
370,Leather Jacket Love Story (1997),5.1875954
370,"Shawshank Redemption, The (1994)",4.8766537
370,"Inheritors, The (Die Siebtelbauern) (1998)",4.8741064
373,Leather Jacket Love Story (1997),4.441248
373,"Shawshank Redemption, The (1994)",4.0967665
373,"Sixth Sense, The (1999)",4.0793495
374,Leather Jacket Love Story (1997),5.234569
374,Ulysses (Ulisse) (1954),4.8772936
374,Sanjuro (1962),4.8633194
375,"Inheritors, The (Die Siebtelbauern) (1998)",5.152945
375,Leather Jacket Love Story (1997),4.8529553
375,American Beauty (1999),4.690847
376,Leather Jacket Love Story (1997),5.344835
376,"Shawshank Redemption, The (1994)",5.0898614
376,Schindler's List (1993),5.029566
377,Leather Jacket Love Story (1997),4.7046156
377,"Inheritors, The (Die Siebtelbauern) (1998)",4.558832
